GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
0900303-034,1,0900303-034,1370,717,609,1650,881,734,1220,536,595,1198,680,502,1188,583,593,1447,871,527,1505,728,699,2823,2410,144,99,155,4,0,99,97,0,10,0,3555,2699,149,121,579,6,9,0,0,2769,2313,86,49,248,58,0,49,190,9,0,12,0,3515,2612,90,67,683,60,13,53,604,10,0,0,144,3709,2989,173,245,294,25,3,0,0,3147,2617,119,178,222,22,3,0,0,3298,2358,218,169,417,0,0,12,124,3887,2597,329,306,571,84,3,3298,2358,218,218,430,62,1,3895,2605,329,306,571,84,3
0900303-021,1,0900303-021,2318,1349,901,2976,1764,1169,1971,988,868,1937,1180,718,1916,1011,873,2523,1674,757,2629,1462,1052,5627,3944,1187,388,64,10,0,327,61,0,40,0,7720,4520,2109,932,227,77,69,0,0,5432,3842,1094,372,58,43,0,323,52,0,0,35,0,7854,4409,2195,1089,157,86,59,868,85,0,0,0,297,7799,6152,1031,487,175,55,13,0,0,6074,5052,616,293,114,36,7,0,0,6388,4147,1398,470,118,7,4,15,229,8123,4785,2167,1055,195,169,12,6388,4147,1398,695,153,133,10,8168,4811,2179,1058,195,169,12
0900303-120,1,0900303-120,1834,986,792,2163,1173,948,1713,754,823,1686,976,688,1610,791,795,1905,1242,618,1952,995,870,3011,2461,295,74,146,34,0,70,135,0,0,0,4088,3132,523,189,270,60,0,0,0,2933,2447,307,67,83,26,0,63,76,0,0,0,0,3880,3056,506,191,158,47,0,122,135,0,0,0,63,3850,3297,281,132,149,14,0,0,0,3021,2669,176,80,101,11,0,0,0,2964,2381,276,70,158,4,0,15,60,3733,2860,419,188,228,44,4,2964,2381,276,100,175,38,3,3735,2862,419,188,228,44,4
0900303-011,1,0900303-011,1918,1790,111,2211,2057,141,1735,1580,120,1699,1604,87,1647,1515,117,2039,1955,62,2113,1984,106,3136,453,196,2409,51,22,0,2371,51,7,3,0,4168,536,407,3174,59,48,0,0,0,3123,417,141,2467,55,31,0,2460,55,0,0,8,0,4309,500,331,3354,65,71,0,3179,64,0,0,59,173,4466,418,261,3786,70,70,8,0,0,3481,404,171,2881,55,41,7,0,0,3569,253,260,2852,31,14,0,33,126,4380,278,364,3734,62,84,17,3569,253,260,3026,48,66,17,4415,278,364,3768,62,84,17
0900303-121,1,0900303-121,1647,976,636,1918,1157,738,1519,790,635,1493,930,544,1452,813,627,1749,1163,563,1774,987,711,2311,1929,148,121,56,25,0,91,54,21,35,0,3250,2435,275,324,162,31,34,0,0,2515,2001,177,235,45,139,0,70,45,0,0,45,0,3609,2528,622,305,115,145,43,96,78,0,0,0,284,3474,2863,291,144,182,25,6,0,0,2710,2300,195,83,129,15,2,0,0,2788,2055,328,156,152,1,0,20,76,3487,2432,475,299,243,37,2,2788,2055,328,193,171,30,1,3492,2435,475,299,243,37,2
0900303-013,1,0900303-013,2632,2272,320,3082,2716,337,2458,2004,362,2420,2113,283,2385,1998,362,2689,2390,265,2786,2401,320,3912,1280,335,2209,70,32,0,2174,70,1,7,0,5251,1455,475,3328,111,87,0,0,0,4151,1320,389,2195,229,40,0,2164,229,0,0,2,0,5501,1412,655,3404,329,96,0,2968,300,0,0,17,151,4945,1496,314,3099,115,61,10,0,0,4001,1421,206,2315,85,41,8,0,0,4491,1186,354,2590,131,1,0,29,200,5522,1305,503,3618,197,65,6,4491,1186,354,2819,157,46,5,5541,1307,504,3632,197,65,6
0900303-129,1,0900303-129,2191,1137,994,2553,1387,1131,2027,864,1011,2011,1106,879,1988,936,1028,2277,1435,804,2330,1125,1100,3304,2775,196,231,75,26,0,205,75,0,0,0,4187,3314,207,261,405,26,0,0,0,3195,2640,283,202,45,17,0,174,45,0,0,0,0,3955,3077,301,229,350,20,0,172,318,0,0,0,82,3976,3490,167,83,223,19,4,0,0,3176,2847,106,62,151,13,1,0,0,3283,2728,143,102,238,0,0,7,65,4039,3266,212,175,373,29,4,3283,2728,143,136,264,19,4,4042,3269,212,175,373,29,4
0900303-100,5,0900303-100,395,274,115,488,316,169,364,234,115,356,269,86,326,227,97,407,304,92,432,294,127,1049,568,195,284,0,0,0,277,0,0,4,0,1260,633,256,395,22,22,0,0,0,1085,524,291,265,3,0,0,260,3,0,0,4,0,1342,590,367,434,37,26,0,317,11,0,0,0,56,1017,507,361,148,26,4,0,0,0,786,442,238,99,21,2,0,0,0,932,446,325,115,6,0,0,11,29,1130,486,448,195,12,18,1,932,446,325,153,7,10,1,1133,487,448,195,12,18,1
0900303-035,1,0900303-035,2529,1242,1225,2873,1535,1300,2341,959,1237,2299,1179,1100,2273,989,1260,2634,1535,1048,2734,1260,1351,4515,3830,255,270,160,0,0,255,105,0,0,0,6137,4819,437,674,208,14,0,0,0,4630,3590,490,315,225,20,0,280,185,0,0,15,0,6154,4267,766,781,341,47,0,729,261,0,0,0,131,5635,4616,383,528,120,41,8,0,0,4323,3730,201,313,71,25,7,0,0,4527,3605,345,271,128,4,0,34,140,5525,4163,540,516,213,79,6,4527,3605,345,330,156,58,6,5534,4168,541,518,213,79,6
0900303-041,2,0900303-041,4006,2019,1885,4983,2635,2263,3630,1523,1888,3552,1930,1566,3525,1584,1895,4169,2563,1518,4323,1959,2158,7266,6338,397,176,304,53,0,167,304,17,0,0,9266,7789,703,314,398,71,10,0,0,7467,6154,616,164,383,45,0,158,383,25,0,103,0,9579,7541,1100,443,612,65,9,241,459,42,0,2,194,9427,8321,439,383,234,74,9,0,0,7428,6721,272,237,161,51,7,0,0,7383,6221,459,253,167,7,3,18,255,9077,7397,712,491,291,202,13,7383,6221,459,344,209,140,9,9094,7412,712,491,291,202,13
0900101-147,4,0900101-147,2415,1460,912,2870,1756,1079,2197,1245,927,2173,1364,785,2149,1291,831,2518,1617,854,2602,1496,993,3295,2557,267,133,346,15,0,110,344,0,0,0,4829,3213,712,219,605,54,0,0,0,3431,2649,257,172,349,29,0,145,348,0,0,0,0,4857,3269,686,355,533,69,0,283,521,0,0,1,98,4741,3171,567,389,625,29,4,0,0,3677,2540,417,269,454,20,4,0,0,3765,2695,393,206,358,5,0,15,93,4733,3302,553,285,513,46,3,3765,2695,393,224,379,31,2,4736,3305,553,285,513,46,3
0900101-036,5,0900101-036,296,214,78,359,235,120,288,203,84,286,217,66,268,192,74,272,215,52,311,221,75,1103,527,315,145,108,7,14,138,108,0,0,0,2374,605,1259,340,223,81,14,0,0,869,320,307,165,83,6,0,137,83,0,0,0,0,2506,389,1541,431,170,44,0,278,146,0,0,32,119,2439,740,1246,294,117,33,9,0,0,1905,625,912,232,85,23,6,0,0,1799,265,1154,113,53,5,0,73,136,2490,350,1611,252,79,80,0,1799,265,1154,180,60,58,0,2504,352,1621,253,79,80,0
0900101-172,4,0900101-172,1010,491,501,1166,638,509,926,373,531,921,477,436,916,401,507,1059,567,478,1083,491,554,1304,1231,55,12,11,0,0,8,11,0,0,0,1947,1777,84,19,90,29,0,0,0,1200,1015,168,8,11,0,0,6,11,0,0,0,0,1656,1326,290,21,41,34,0,10,11,0,0,0,20,1896,1630,102,73,86,8,0,0,0,1399,1226,65,50,54,6,0,0,0,1464,1192,89,51,65,5,0,17,45,1993,1565,162,90,114,26,0,1464,1192,89,61,72,17,0,1993,1565,162,90,114,26,0
0900303-108,5,0900303-108,825,569,230,874,594,259,767,493,230,750,546,193,707,475,223,899,665,207,957,632,278,3068,2104,365,485,102,3,0,485,90,0,0,0,3620,2251,511,564,255,18,0,0,0,2981,2106,291,458,124,9,0,458,113,0,0,0,0,3562,2362,378,591,238,44,0,543,163,0,0,0,117,4285,2518,1128,579,148,38,9,0,0,3535,2304,733,426,112,26,8,0,0,3803,2176,670,626,138,2,1,115,75,4117,2252,820,807,174,37,5,3803,2176,670,719,156,24,5,4123,2254,821,807,174,37,5
0900303-123,5,0900303-123,2426,1139,1225,2876,1368,1454,2161,800,1223,2108,1061,1026,2092,869,1195,2644,1602,985,2719,1145,1457,4480,3878,405,111,80,0,0,86,80,0,0,0,5964,4864,728,217,183,0,0,0,0,4187,3753,255,107,75,0,0,67,75,0,0,0,0,5369,4626,416,208,124,0,0,80,123,0,0,0,121,5455,4854,269,181,142,26,4,0,0,4423,4016,163,126,104,21,4,0,0,4469,3710,359,122,110,10,1,9,148,5442,4326,581,251,177,110,7,4469,3710,359,179,137,87,2,5456,4339,581,251,177,110,7
0900303-117,1,0900303-117,1395,779,579,1640,946,669,1302,612,613,1286,752,515,1242,649,580,1429,918,482,1482,803,617,2333,1704,219,196,206,9,0,161,204,3,0,0,2917,2022,254,298,295,10,0,0,0,2283,1677,201,196,214,71,0,107,210,0,0,0,0,2846,1946,241,308,310,70,0,184,293,0,0,24,158,2803,2186,195,120,317,10,2,0,0,2340,1903,126,79,225,10,2,0,0,2360,1694,206,96,308,4,0,10,42,2864,1944,292,158,439,31,6,2360,1694,206,104,326,26,1,2866,1946,292,158,439,31,6
0900303-096,2,0900303-096,3461,1684,1688,4062,2119,1861,3198,1291,1715,3170,1652,1488,3126,1367,1724,3590,2004,1523,3639,1687,1766,4950,4670,140,84,40,10,0,84,40,10,0,0,6368,5852,366,100,58,11,17,0,0,4945,4595,145,94,100,10,0,94,100,10,0,0,0,6351,5826,320,108,102,12,0,91,102,12,0,0,0,6404,5952,181,121,146,28,5,0,0,4745,4476,105,83,74,19,2,0,0,4867,4402,205,49,70,6,0,24,111,6133,5451,299,136,138,98,0,4867,4402,205,89,93,68,0,6136,5454,299,136,138,98,0
0900303-128,1,0900303-128,3013,1746,1172,3613,2150,1397,2717,1327,1191,2692,1643,1013,2651,1427,1184,3151,2087,991,3227,1814,1238,5255,4075,297,346,511,1,30,333,511,0,0,0,7050,5074,342,574,1029,35,31,0,0,5301,4490,335,247,186,7,45,216,186,0,45,0,0,7171,5185,448,525,943,9,43,452,930,0,43,48,69,6682,5317,490,477,400,54,3,0,0,5599,4586,331,380,286,42,3,0,0,5802,4141,482,333,681,7,0,19,139,7025,4773,670,547,991,92,3,5802,4141,482,403,715,67,3,7032,4779,670,547,992,92,3
0900303-106,5,0900303-106,1016,798,199,1241,887,338,841,636,183,826,678,134,784,606,168,1156,971,157,1247,1004,203,2834,915,1595,270,34,9,0,256,8,0,10,0,4413,1146,2591,690,98,70,14,0,0,2847,930,1544,297,61,1,0,285,48,0,0,10,0,4768,1301,2456,919,250,71,0,669,227,0,0,10,106,5043,1657,2547,921,130,63,3,0,0,3696,1521,1588,586,96,37,3,0,0,3763,985,2186,434,53,1,0,17,87,5193,1163,3228,925,145,108,9,3763,985,2186,641,91,75,2,5241,1168,3264,929,145,108,9
0900505-051,5,0900505-051,5071,2280,2678,5886,2882,2929,4762,1876,2707,4699,2235,2407,4653,1999,2616,5224,2541,2595,5327,2231,2822,6597,6170,220,44,73,90,0,44,58,75,0,0,8463,7718,390,58,224,123,0,0,0,7083,6556,356,54,40,70,0,44,40,60,0,0,0,8624,7827,508,69,165,107,0,44,139,60,0,0,47,8915,8365,227,69,211,65,3,0,0,7038,6667,143,51,148,41,3,0,0,7290,6570,287,67,111,14,4,37,200,8702,7725,405,143,211,127,10,7290,6570,287,107,141,106,9,8710,7733,405,143,211,127,10
0900303-155,1,0900303-155,3168,2150,933,3813,2620,1127,2926,1780,926,2897,2056,811,2854,1866,942,3226,2343,809,3327,2214,979,5148,3474,506,422,720,15,0,394,720,15,20,0,7552,4330,1272,650,1311,51,0,0,0,4916,3257,621,491,510,15,0,430,510,15,0,15,0,7232,4053,1412,792,1027,57,0,570,992,17,0,47,142,7054,4356,1133,693,930,65,7,0,0,5494,3659,757,450,644,43,7,0,0,5838,3545,837,386,838,4,1,57,170,7307,4131,1202,679,1213,71,8,5838,3545,837,481,893,51,7,7317,4135,1203,679,1213,71,8
0900303-031,1,0900303-031,2752,1725,945,3308,2163,1016,2522,1368,988,2445,1562,841,2411,1416,957,2910,2064,775,3004,1802,1085,4331,2876,793,511,126,14,0,506,126,0,1,0,5711,3483,1261,917,207,50,13,0,0,4149,2598,689,692,175,4,0,687,125,0,0,1,0,5454,3131,1068,1076,268,8,13,975,178,0,0,2,97,5942,3958,961,853,234,47,9,0,0,4783,3462,643,552,157,36,3,0,0,4811,2691,1075,712,151,6,0,32,144,5999,2993,1567,1233,240,129,14,4811,2691,1075,827,185,89,10,6004,2996,1567,1233,240,129,14
0900303-037,2,0900303-037,3987,1900,1967,4730,2417,2233,3697,1403,2042,3630,1848,1742,3574,1476,2057,4124,2451,1562,4255,1835,2176,6833,6112,287,255,117,36,0,218,117,0,43,0,8670,7362,493,533,212,117,17,0,0,6917,5955,356,330,180,68,0,283,151,0,0,50,0,8774,6950,772,715,298,209,24,414,210,0,0,55,374,8479,7916,215,166,157,34,5,0,0,6660,6296,120,103,116,29,4,0,0,6511,5733,302,134,99,4,0,6,233,8026,6841,518,323,197,114,8,6511,5733,302,212,133,96,6,8036,6850,518,323,197,114,8
0900303-132,5,0900303-132,3579,1936,1521,4068,2507,1471,3353,1451,1590,3333,1887,1404,3259,1611,1617,3728,2098,1556,3736,2073,1458,4542,4220,142,29,148,0,0,19,128,0,0,0,6215,5542,312,86,299,0,7,0,0,4674,4342,163,22,137,5,0,15,105,0,0,0,0,6633,5779,384,43,370,13,8,35,172,0,0,19,247,5775,5306,165,82,215,23,3,0,0,4067,3796,87,42,135,17,2,0,0,4320,3871,145,42,145,3,1,11,102,5863,5064,282,125,292,66,5,4320,3871,145,69,174,45,3,5863,5064,282,125,292,66,5
0900303-138,1,0900303-138,3877,2275,1507,4650,2947,1631,3547,1743,1550,3504,2135,1335,3472,1862,1586,4045,2653,1324,4069,2293,1596,5741,4696,397,277,359,3,0,259,357,0,21,0,7669,5579,670,379,1141,36,0,0,0,5413,4456,293,228,429,3,0,216,426,0,0,7,0,7457,5586,578,297,1039,38,0,225,900,0,0,52,114,7595,6168,337,309,797,36,14,0,0,5794,4867,199,212,511,25,6,0,0,6480,4654,299,234,1092,2,1,24,174,8312,5567,462,432,1763,69,13,6480,4654,299,295,1144,49,5,8319,5573,462,432,1763,69,13
0900303-131,5,0900303-131,3956,2256,1568,4912,3192,1642,3746,1717,1636,3716,2239,1445,3624,1907,1675,3934,2318,1523,3940,2208,1493,4932,4629,121,73,113,0,0,53,103,0,0,0,6475,5850,226,151,259,0,2,0,0,4558,4077,234,105,139,3,0,80,135,0,0,0,0,6261,5279,402,165,402,5,2,82,341,0,0,14,144,6543,5870,199,92,355,29,3,0,0,4855,4433,126,59,216,16,2,0,0,5971,5045,290,93,357,0,1,32,153,7541,6185,431,214,588,106,2,5971,5045,290,145,385,70,2,7548,6191,431,214,588,106,2
0900303-099,5,0900303-099,1191,889,280,1541,1088,435,1067,742,281,1039,798,232,856,617,230,1285,1062,193,1381,1032,298,3012,1061,1245,639,50,10,0,574,50,0,0,0,4848,1190,2349,1414,110,12,0,0,0,3472,1409,1179,867,0,0,0,407,0,0,0,17,0,4994,1317,2103,1631,50,0,50,801,0,0,0,0,772,4791,1872,2019,943,118,52,6,0,0,3429,1603,1229,581,77,33,6,0,0,3534,1188,1586,546,63,0,6,26,119,4797,1385,2384,1083,108,99,8,3534,1188,1586,738,83,69,8,4823,1390,2394,1088,108,99,8
0900303-114,5,0900303-114,1685,927,714,1978,1138,815,1613,749,759,1581,879,679,1395,721,644,1748,1106,606,1804,961,773,2796,2037,466,221,70,4,0,220,60,0,3,0,3604,2424,754,489,115,12,0,0,0,2863,1936,418,437,70,8,0,435,55,0,0,3,0,3476,2156,659,632,100,16,0,486,62,0,0,0,114,3555,2270,828,456,55,25,2,0,0,2831,1980,540,285,40,16,2,0,0,2982,1921,621,270,67,7,0,27,69,3553,2125,860,540,84,72,9,2982,1921,621,377,70,59,6,3560,2129,861,540,84,72,9
0900303-078,1,0900303-078,1168,1036,120,1448,1227,211,936,818,101,907,830,72,952,794,149,1361,1271,74,1424,1290,107,3326,495,2196,562,38,4,0,530,38,0,37,0,5706,721,3820,1265,183,21,8,0,0,3517,477,2110,867,16,9,0,807,16,0,0,34,0,5816,660,3688,1759,87,29,7,1268,22,0,0,3,175,5685,1108,3384,1323,109,70,24,0,0,4074,960,2277,879,83,47,19,0,0,4060,441,2543,793,103,8,1,58,113,5453,503,3533,1499,173,128,16,4060,441,2543,1051,130,84,13,5499,503,3564,1511,173,128,16
0900303-154,1,0900303-154,3680,2799,790,4340,3304,958,3379,2367,819,3342,2630,669,3279,2428,797,3840,3056,692,3976,3020,792,6734,3633,1842,706,525,32,0,661,471,0,15,0,9580,4195,2613,1606,1184,104,30,0,0,7373,3840,2120,831,522,62,0,786,503,4,0,10,0,10003,4433,3047,1949,1008,135,24,1240,898,4,0,123,255,10454,5474,2333,1521,1234,106,23,0,0,8009,4636,1513,1011,868,70,16,0,0,8101,3502,1966,1072,1048,10,1,157,345,10185,4002,2725,1886,1459,183,26,8101,3502,1966,1366,1121,121,18,10203,4009,2729,1887,1460,183,26
0900303-073,1,0900303-073,1287,1162,109,1539,1268,265,999,885,83,992,920,63,821,738,75,1590,1490,81,1789,1666,96,4880,612,3209,1009,31,13,0,1004,30,0,0,0,7795,749,5055,2570,93,275,10,0,0,5069,617,3592,825,28,10,0,822,27,0,0,0,0,8100,730,5817,2955,88,216,12,1398,78,0,0,56,19,8440,780,5886,2018,237,148,37,0,0,5817,728,3816,1335,199,102,31,0,0,5462,352,3895,965,47,17,0,44,142,7748,399,5626,2033,120,293,20,5462,352,3895,1350,79,217,14,7846,401,5698,2057,121,296,21
0900505-030,5,0900505-030,2253,1669,541,2555,2023,502,2151,1453,621,2127,1652,456,2109,1461,627,2294,1740,507,2331,1671,545,2845,2735,65,8,39,0,0,8,19,0,4,0,3625,3443,84,20,76,0,1,0,0,2755,2645,20,19,65,0,0,19,35,0,0,4,0,3604,3412,64,22,106,0,2,22,74,0,0,0,32,3741,3479,107,83,66,12,3,0,0,3123,2956,68,56,40,10,3,0,0,3431,3051,138,53,51,4,0,30,104,4194,3643,197,133,135,48,7,3431,3051,138,86,88,40,6,4203,3652,197,133,135,48,7
0900505-032,5,0900505-032,3715,1240,2382,4374,1528,2768,3425,861,2393,3367,1184,2134,3343,952,2367,3887,1799,2008,3971,1152,2616,6135,5950,129,49,20,0,0,34,20,0,0,0,7599,7237,237,66,59,0,0,0,0,5735,5345,205,67,115,10,0,52,115,0,0,0,0,7558,6648,605,113,218,8,0,54,184,0,0,0,67,7887,7511,202,63,75,62,1,0,0,6072,5837,122,30,50,44,1,0,0,6083,5532,209,52,61,8,1,26,194,7442,6637,340,155,118,143,2,6083,5532,209,89,86,111,2,7461,6654,341,155,118,143,2
0900505-009,5,0900505-009,878,338,511,1022,409,593,828,254,515,815,343,462,805,278,515,886,421,432,904,315,537,1173,1144,7,13,3,0,0,3,3,0,0,0,1414,1381,8,20,3,0,0,0,0,1107,1062,11,30,1,0,0,20,1,0,0,0,0,1505,1422,11,69,2,0,0,60,2,0,0,0,9,1541,1491,19,6,17,6,2,0,0,1192,1164,11,2,8,3,0,0,0,1219,1134,25,7,12,4,0,0,37,1541,1389,51,24,21,25,0,1219,1134,25,9,12,14,0,1542,1390,51,24,21,25,0
0900505-026,5,0900505-026,941,555,363,1060,659,381,894,483,375,889,555,326,874,503,362,966,594,350,967,547,373,1305,1250,30,12,4,8,0,8,4,0,4,0,1628,1508,48,22,16,41,0,0,0,1265,1195,25,23,14,19,0,8,4,0,0,10,0,1611,1470,31,47,24,74,0,6,13,0,0,3,88,1709,1637,30,17,19,8,0,0,0,1348,1309,15,15,6,5,0,0,0,1329,1240,27,8,18,4,0,0,32,1588,1449,48,21,30,32,3,1329,1240,27,14,22,18,2,1592,1453,48,21,30,32,3
0900101-128,5,0900101-128,2005,1008,960,2336,1234,1076,1837,877,925,1831,978,835,1810,870,922,2093,1101,956,2137,976,1065,2885,2690,125,0,55,25,0,0,55,15,0,0,3641,3339,125,0,83,36,0,0,0,3025,2850,120,0,40,15,0,0,40,15,0,0,0,3634,3368,121,0,69,16,0,0,60,16,0,44,25,3581,3415,76,29,55,16,0,0,0,2749,2643,57,18,28,9,0,0,0,2925,2674,102,24,32,0,0,6,87,3527,3149,159,82,90,44,1,2925,2674,102,48,51,30,1,3531,3153,159,82,90,44,1
0900101-194,3,0900101-194,468,295,162,504,336,164,448,248,185,446,290,150,418,260,154,488,340,135,502,296,181,677,442,111,114,9,0,0,112,9,0,0,0,852,481,152,222,10,0,0,0,0,613,406,94,105,10,0,0,105,10,0,0,0,0,755,448,124,192,16,0,0,156,16,0,0,3,13,756,560,108,74,20,3,2,0,0,639,497,73,56,15,2,2,0,0,627,456,74,40,24,0,0,7,26,715,500,99,80,32,19,2,627,456,74,63,26,10,1,717,501,99,80,32,19,2
0900101-181,4,0900101-181,1699,1145,526,1979,1473,476,1588,934,636,1592,1127,452,1570,1016,548,1743,1125,588,1740,1211,449,2033,1747,95,6,180,2,0,6,168,0,0,0,2984,2490,151,55,324,9,0,0,0,2332,2091,76,4,167,3,0,4,151,0,0,0,0,3292,2855,140,25,304,10,0,11,222,0,0,0,62,3087,2710,124,49,195,6,3,0,0,2107,1891,72,28,108,3,2,0,0,2221,1853,98,26,172,2,0,9,61,3164,2535,187,62,317,20,4,2221,1853,98,37,192,14,3,3165,2536,187,62,317,20,4
0900101-056,4,0900101-056,1699,785,882,1972,1162,768,1565,522,1024,1557,727,818,1507,599,902,1784,746,1017,1821,948,745,2075,1974,30,10,60,0,0,10,60,0,0,0,3159,2910,76,22,146,0,0,0,0,2178,1833,68,6,273,0,0,6,273,0,0,0,0,3279,2790,138,18,323,3,0,11,306,0,0,10,24,3208,2956,109,6,129,4,1,0,0,2193,2057,63,2,66,4,0,0,0,2390,2059,140,12,115,3,0,4,57,3406,2869,218,38,203,19,1,2390,2059,140,24,128,11,1,3407,2870,218,38,203,19,1
0900101-188,4,0900101-188,3039,1729,1259,3575,2339,1180,2795,1344,1414,2790,1644,1127,2763,1439,1308,3175,1766,1363,3169,1853,1153,4043,3695,94,40,211,0,0,36,207,0,0,0,5804,4971,267,57,485,0,0,0,0,3869,3385,84,139,260,0,0,20,242,0,0,0,0,5848,4728,170,291,640,0,0,26,457,0,0,20,450,5571,4976,177,85,331,15,0,0,0,3808,3455,111,55,188,7,0,0,0,4063,3287,183,40,391,0,0,15,147,5657,4442,277,117,707,20,4,4063,3287,183,80,442,14,4,5657,4442,277,117,707,20,4
0900101-120,4,0900101-120,4399,2477,1852,5167,3212,1870,4061,2054,1938,4022,2398,1602,3991,2140,1830,4566,2492,2012,4624,2559,1853,5677,5282,130,43,198,27,0,36,180,0,0,0,8185,7253,228,89,576,45,0,0,0,5465,5203,123,34,114,10,0,34,85,0,0,0,0,8237,7235,291,58,544,15,0,49,278,0,0,11,371,8084,7359,335,62,321,20,13,0,0,5540,5123,200,35,173,14,6,0,0,6041,5225,267,62,277,4,2,34,170,8177,6857,448,126,591,63,10,6041,5225,267,88,343,45,8,8180,6860,448,126,591,63,10
0900505-027,5,0900505-027,1542,763,739,1705,862,812,1539,629,838,1516,804,694,1490,632,840,1531,931,554,1509,732,703,2670,2410,169,90,0,10,0,65,0,0,0,0,3281,2794,342,145,0,11,0,0,0,2460,2240,124,83,0,20,0,53,0,0,0,0,0,3269,2816,332,108,0,18,0,79,0,0,0,0,42,3315,3043,195,50,10,17,2,0,0,2627,2434,139,33,8,12,2,0,0,2654,2314,192,26,13,5,0,6,98,3211,2747,266,67,23,83,2,2654,2314,192,40,17,66,2,3219,2754,266,67,23,83,2
0900505-034,1,0900505-034,1463,516,910,1723,625,1076,1361,400,878,1354,521,813,1344,422,910,1499,655,803,1543,494,979,2317,2134,84,40,46,0,0,40,46,0,4,0,2844,2511,207,90,70,0,2,0,0,2555,2321,83,103,46,3,0,103,46,0,0,0,0,3166,2798,150,152,78,5,0,117,59,0,0,0,41,3100,2823,154,60,55,23,4,0,0,2540,2360,94,38,36,18,2,0,0,2527,2170,152,36,53,6,0,8,102,3039,2508,242,113,105,78,2,2527,2170,152,79,69,62,2,3049,2517,243,113,105,78,2
0901313-006,2,0901313-006,6163,2898,3074,7369,3769,3457,5718,2169,3192,5649,2913,2665,5588,2352,3170,6280,3409,2703,6346,2787,3192,9526,8503,297,168,486,60,0,133,351,0,20,0,12869,10709,620,494,1008,155,0,0,0,9600,8623,236,224,405,95,0,199,315,0,0,20,0,12781,10566,710,728,658,335,0,387,544,0,0,0,575,12252,10981,319,353,528,83,8,0,0,9379,8581,196,221,330,56,4,0,0,10212,8536,393,245,744,8,5,26,255,12960,10479,579,453,1232,147,15,10212,8536,393,324,785,108,9,12967,10486,579,453,1232,147,15
0901313-007,2,0901313-007,1829,811,966,2122,1018,1058,1747,630,1010,1731,833,872,1704,680,1008,1820,943,822,1856,744,1007,2599,2402,53,31,109,10,0,31,109,0,0,0,3307,2898,122,77,204,8,0,0,0,2630,2437,53,15,125,0,0,15,125,0,0,0,0,3567,3070,216,61,195,0,0,14,166,0,0,0,100,3350,3123,87,67,71,10,0,0,0,2475,2336,48,42,42,8,0,0,0,2639,2353,59,52,79,5,0,5,86,3466,3032,106,103,141,68,0,2639,2353,59,65,99,47,0,3470,3036,106,103,141,68,0
