GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
3110900086P,1,3110900086P,516,246,252,596,299,285,521,179,313,457,241,197,459,252,207,302,0,302,603,249,307,810,740,0,40,30,4,0,40,15,4,0,0,1079,909,31,88,49,2,0,0,0,1085,1010,0,30,15,30,0,30,0,30,0,0,0,1262,1094,42,66,31,29,0,66,0,29,0,0,31,1133,1022,41,25,39,9,0,0,0,861,787,29,18,26,4,0,0,0,883,767,48,27,12,1,1,5,22,1137,954,72,66,28,19,1,883,767,48,38,16,12,1
3110900059P,1,3110900059P,506,279,212,564,336,217,449,162,255,498,300,187,497,301,196,288,0,288,541,279,220,623,612,7,0,4,0,0,0,0,0,0,0,903,850,25,25,19,17,0,0,0,625,611,3,0,8,0,0,0,0,0,0,0,0,786,734,22,12,19,17,0,0,0,0,0,0,30,777,685,28,27,30,14,0,0,0,588,530,16,13,27,9,0,0,0,633,557,30,13,14,0,3,0,16,824,696,46,32,29,26,3,633,557,30,19,22,7,3
3110900029P,1,3110900029P,609,333,249,720,400,293,661,272,336,526,321,174,516,328,188,348,0,348,720,375,280,1381,1251,77,38,10,0,0,38,10,0,10,0,1698,1416,183,54,28,0,19,0,0,1310,1187,51,47,10,0,0,47,10,0,0,10,0,1575,1360,114,61,35,0,22,58,13,0,0,0,37,1741,1507,93,91,20,57,5,0,0,1373,1249,48,44,12,36,3,0,0,1383,1159,87,35,17,2,0,1,82,1737,1380,157,113,46,73,1,1383,1159,87,63,30,59,1
3104100009P,3,3104100009P,119,6,111,247,26,219,235,12,207,57,6,50,56,3,53,50,0,50,70,3,64,107,105,1,0,0,1,0,0,0,0,0,0,143,140,1,0,0,1,0,0,0,104,100,2,0,0,1,0,0,0,0,0,0,0,142,137,2,1,0,1,0,0,0,0,0,0,1,150,149,1,0,0,0,0,0,0,111,110,1,0,0,0,0,0,0,111,108,1,0,0,0,0,0,2,130,127,1,0,0,2,0,111,108,1,0,0,2,0
3104100015P,3,3104100015P,45,3,42,26,3,23,25,3,18,52,1,50,53,7,46,46,0,46,68,0,64,93,90,1,0,0,1,0,0,0,0,0,0,112,113,3,2,0,1,0,0,0,95,88,2,0,0,1,0,0,0,0,0,0,0,121,115,5,2,0,0,0,0,0,0,0,0,2,118,114,1,0,0,3,0,0,0,83,81,1,0,0,1,0,0,0,98,94,1,0,0,0,0,0,3,115,111,1,0,0,2,0,98,94,1,0,0,2,0
31019000026,3,31019000026,613,121,477,776,181,583,733,102,571,510,111,385,508,122,386,427,0,427,672,112,536,916,870,35,1,0,9,0,1,0,3,0,0,1265,1190,62,7,1,9,0,0,0,915,860,47,3,0,0,0,3,0,0,0,0,0,1357,1240,97,15,0,0,0,11,0,0,0,0,4,1161,1059,66,19,9,13,0,0,0,848,804,29,5,4,8,0,0,0,997,935,36,3,1,3,0,3,16,1401,1294,61,13,2,23,1,997,935,36,5,2,12,1
31019000016,3,31019000016,478,79,393,603,87,510,578,53,490,405,81,312,406,79,327,339,0,339,513,74,411,736,731,0,1,0,4,0,1,0,0,0,0,1059,1014,4,1,10,31,0,0,0,702,696,3,3,0,3,0,3,0,0,0,0,0,980,953,6,2,6,19,0,2,6,0,0,0,19,939,919,7,3,8,1,0,0,0,690,680,5,1,2,0,0,0,0,761,739,11,1,2,0,1,0,7,1026,994,17,1,3,5,2,761,739,11,1,3,5,2
3113700009P,3,3113700009P,129,12,113,119,7,108,113,6,94,128,15,109,131,12,119,120,0,120,151,14,129,173,170,2,0,1,1,0,0,1,1,0,0,231,220,7,0,0,1,0,0,0,161,157,2,0,1,1,0,0,1,1,0,0,0,217,206,4,1,1,1,2,0,0,0,2,0,2,238,232,5,0,0,1,0,0,0,174,172,1,0,0,1,0,0,0,154,144,6,0,0,0,0,1,3,212,193,12,1,1,1,1,154,144,6,0,1,1,1
3113700005P,3,3113700005P,199,16,180,201,16,182,184,15,156,210,20,182,208,28,180,185,0,185,206,13,190,238,239,0,0,0,0,0,0,0,0,0,0,348,336,9,3,0,0,0,0,0,267,267,0,0,0,0,0,0,0,0,0,0,0,364,361,0,0,0,0,0,0,0,0,0,0,0,396,382,12,2,0,0,0,0,0,278,273,4,1,0,0,0,0,0,209,187,18,0,0,0,0,0,4,287,250,27,0,2,10,0,209,187,18,0,1,5,0
3111100025P,3,3111100025P,1017,272,713,1189,298,859,1136,189,869,891,264,578,888,278,610,712,0,712,1109,281,789,1609,1530,37,6,37,1,0,0,37,0,0,0,2141,1990,93,20,37,1,0,0,0,1523,1472,29,2,18,1,0,0,18,1,0,0,0,2099,2000,62,18,18,2,0,1,18,1,0,0,14,2022,1875,88,24,23,18,2,0,0,1561,1488,46,9,12,10,2,0,0,1516,1369,81,6,19,2,0,2,37,1949,1737,114,28,36,29,0,1516,1369,81,9,25,25,0
3111100007P,3,3111100007P,364,59,297,422,61,354,412,53,330,318,56,247,323,61,262,268,0,268,420,59,342,574,549,9,5,2,13,0,3,2,3,0,0,725,661,29,6,3,32,0,0,0,558,540,12,3,0,0,0,3,0,0,0,0,0,750,715,32,3,2,0,0,3,0,0,0,0,2,741,714,16,6,1,4,0,0,0,559,546,8,2,1,2,0,0,0,495,463,16,2,1,0,0,0,13,634,582,29,8,3,13,0,495,463,16,2,3,11,0
3104100034P,3,3104100034P,294,43,242,336,43,284,319,29,265,262,46,205,261,46,215,216,0,216,316,43,251,436,427,10,0,0,4,0,0,0,4,0,0,588,537,46,0,0,12,0,0,0,466,455,9,7,0,3,0,3,0,3,0,0,0,629,576,45,2,0,10,0,0,0,2,0,0,1,599,588,6,0,0,5,0,0,0,477,469,4,0,0,4,0,0,0,478,466,5,2,0,1,0,0,4,613,597,9,2,0,4,0,478,466,5,2,0,4,0
3103100003P,3,3103100003P,33,5,27,35,4,30,29,6,22,32,2,26,32,7,25,27,0,27,36,3,32,36,33,0,0,0,0,0,0,0,0,0,0,47,42,0,0,0,3,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,51,46,0,0,0,4,0,0,0,1,0,0,2,46,40,0,0,0,6,0,0,0,35,32,0,0,0,3,0,0,0,38,34,0,0,0,4,0,0,0,54,48,2,0,0,4,0,38,34,0,0,0,4,0
3103100005P,3,3103100005P,95,9,84,132,7,125,122,11,92,73,5,63,79,11,68,69,0,69,100,9,89,103,97,2,0,0,0,0,0,0,0,1,0,128,123,2,0,0,3,0,0,0,94,90,3,0,0,0,0,0,0,0,0,1,0,120,113,3,0,0,3,0,0,0,1,0,0,1,188,175,0,0,0,12,1,0,0,146,136,0,0,0,9,1,0,0,111,93,0,0,2,2,0,0,14,181,142,5,3,3,21,0,111,93,0,1,2,6,0
3103100007P,3,3103100007P,546,86,447,672,97,562,614,76,491,467,78,366,471,93,378,363,0,363,614,81,506,900,756,8,0,0,133,0,0,0,78,1,0,1336,1016,59,0,0,290,0,0,0,1039,873,21,0,40,113,0,0,40,73,0,1,0,1511,1184,66,1,39,245,0,0,39,111,0,0,111,1170,1063,10,8,16,79,0,0,0,932,872,5,6,11,43,0,0,0,967,844,28,2,0,40,0,1,52,1227,1028,49,8,9,119,3,967,844,28,2,6,70,3
3102700020P,3,3102700020P,550,80,455,657,101,529,633,68,520,474,59,400,469,88,381,420,0,420,579,59,486,1009,988,2,8,4,4,0,4,0,4,0,0,1308,1271,12,20,2,9,0,0,0,968,934,10,10,4,14,0,0,0,4,0,0,0,1244,1207,9,12,2,17,0,0,0,9,0,0,22,1178,1143,23,4,6,5,1,0,0,897,881,9,2,3,2,1,0,0,890,859,18,0,5,0,0,0,8,1170,1109,32,9,16,4,0,890,859,18,4,9,2,0
3104100033P,3,3104100033P,148,17,129,168,15,151,165,10,142,150,22,123,155,26,129,129,0,129,161,17,138,223,220,0,0,0,1,0,0,0,1,0,0,290,279,3,2,0,3,0,0,0,220,210,1,1,0,2,0,1,0,1,0,0,0,281,274,6,1,0,5,0,1,0,3,0,0,2,305,290,8,0,2,6,0,0,0,231,227,3,0,0,2,0,0,0,219,214,3,1,0,1,0,0,0,304,292,6,3,1,4,0,219,214,3,2,0,2,0
3104100025P,3,3104100025P,115,14,97,146,13,127,140,11,118,114,17,93,115,20,95,91,0,91,114,14,95,171,165,0,0,0,0,0,0,0,0,0,0,226,220,1,1,0,3,0,0,0,154,151,0,0,0,1,0,0,0,1,0,0,0,201,190,2,0,0,5,0,0,0,5,0,0,1,232,227,1,0,0,4,0,0,0,171,169,1,0,0,1,0,0,0,161,153,2,0,0,3,0,0,3,222,209,3,2,2,6,0,161,153,2,2,0,4,0
3114500016P,3,3114500016P,441,71,358,534,79,443,524,58,431,352,60,279,354,72,282,304,0,304,504,69,415,1139,1085,43,3,3,0,0,3,3,0,0,0,1549,1486,53,4,1,24,0,0,0,1231,1183,44,3,3,0,0,3,3,0,0,0,0,1667,1567,91,4,1,66,0,1,1,0,0,0,3,1392,1266,100,7,7,16,0,0,0,1089,1003,67,3,7,10,0,0,0,1054,912,85,4,13,0,4,3,33,1363,1129,153,24,15,27,7,1054,912,85,8,14,24,7
3104300014P,3,3104300014P,560,240,311,668,300,360,645,268,360,461,185,266,464,207,257,335,0,335,658,267,368,1056,587,303,78,72,12,0,78,59,12,0,0,1785,706,786,151,127,12,10,0,0,1172,665,369,62,56,16,0,62,47,12,0,0,0,1903,778,802,119,165,41,0,119,153,35,0,0,17,1813,941,715,14,96,65,1,0,0,1254,759,388,7,70,40,1,0,0,1444,632,661,22,79,26,9,0,15,2054,787,1039,48,118,104,9,1444,632,661,23,79,68,9
3114100019P,3,3114100019P,588,123,457,723,176,539,684,110,547,502,108,380,502,117,385,414,0,414,667,139,504,1084,990,91,0,0,0,0,0,0,0,0,0,1732,1465,261,0,11,0,0,0,0,967,846,114,1,0,5,0,1,0,0,0,0,0,1466,1160,284,1,12,9,0,1,12,0,0,0,9,1301,1164,98,14,25,12,0,0,0,972,885,67,8,14,7,0,0,0,1007,847,135,4,5,0,0,3,13,1375,1111,216,15,18,36,1,1007,847,135,5,9,22,1
3104100011P,3,3104100011P,174,9,164,422,41,374,391,26,344,61,7,53,61,7,54,49,0,49,80,4,76,114,113,1,0,0,0,0,0,0,0,0,0,150,147,1,0,0,0,0,0,0,114,113,1,0,0,0,0,0,0,0,0,0,0,154,145,2,0,0,0,0,0,0,0,0,0,0,115,115,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,110,107,3,0,0,0,0,0,0,154,150,4,0,0,0,0,110,107,3,0,0,0,0
31153000042,2,31153000042,1429,545,823,1689,750,879,1515,414,988,1281,491,726,1276,544,732,940,0,940,1549,545,887,3154,2742,131,226,43,18,0,201,42,14,0,0,4551,3753,285,327,162,32,0,0,0,3177,2761,136,223,41,26,0,178,40,14,0,0,0,4530,3659,356,288,165,82,0,212,143,14,0,0,148,3844,3229,242,253,95,39,8,0,0,2759,2428,123,127,61,25,5,0,0,2717,2185,173,198,47,1,3,6,104,3731,2832,302,404,117,78,6,2717,2185,173,233,74,38,3
31153000010,2,31153000010,766,286,442,948,388,515,872,238,563,672,266,368,673,276,397,523,0,523,868,310,455,1645,1393,176,50,15,10,0,29,15,10,0,0,2336,1786,374,148,67,9,0,0,0,1731,1384,276,50,20,10,0,25,10,10,0,0,0,2462,1538,578,128,101,23,0,32,24,9,0,0,281,2182,1728,203,139,87,58,4,0,0,1588,1307,109,87,60,29,3,0,0,1727,1388,127,41,51,14,2,12,92,2258,1702,252,141,91,107,11,1727,1388,127,67,77,64,9
31153000020,2,31153000020,1503,676,780,1865,945,876,1680,588,972,1318,610,665,1319,633,686,946,0,946,1547,664,794,2684,1856,555,154,85,30,6,137,85,15,0,0,3839,2492,816,219,249,59,7,0,0,2933,1987,527,221,199,0,0,201,199,0,0,0,0,4085,2677,811,282,315,0,1,260,315,0,1,0,22,3588,2606,468,277,219,50,15,0,0,2657,2009,289,193,154,30,6,0,0,2896,1926,442,200,134,11,9,14,160,3898,2446,709,362,269,129,18,2896,1926,442,250,189,90,17
3111100041P,3,3111100041P,376,84,278,482,115,353,464,83,338,313,75,215,316,85,231,258,0,258,450,71,344,1098,925,157,12,0,4,0,12,0,4,0,0,1436,1227,186,16,0,6,0,0,0,1267,1031,212,17,0,5,0,17,0,5,0,0,0,1868,1606,220,37,0,6,0,21,0,6,0,0,17,1637,1345,200,40,35,43,2,0,0,1208,1037,109,19,22,28,1,0,0,1077,851,145,17,6,8,0,9,41,1425,1086,223,43,17,51,3,1077,851,145,25,7,38,2
3111100040P,3,3111100040P,355,68,277,427,73,344,411,58,334,307,60,228,311,77,234,262,0,262,377,56,305,648,606,19,0,0,19,0,0,0,6,0,0,810,743,23,16,1,27,0,0,0,777,697,46,6,0,29,0,6,0,16,0,0,0,970,848,47,17,3,54,0,16,0,42,0,0,16,793,739,27,21,5,4,0,0,0,645,599,22,19,5,3,0,0,0,535,507,5,10,5,0,0,0,8,678,628,17,14,10,11,0,535,507,5,11,7,6,0
3111100033P,3,3111100033P,852,209,625,956,246,693,897,157,690,796,201,572,798,226,572,643,0,643,897,199,660,1203,1142,27,0,12,16,1,0,12,5,0,0,1491,1398,43,14,15,21,0,0,0,1292,1185,74,4,8,22,1,4,7,14,1,0,0,1622,1464,85,18,18,42,0,18,9,29,0,0,21,1490,1415,43,2,20,10,0,0,0,1185,1135,26,2,14,8,0,0,0,1236,1148,46,2,16,3,0,1,20,1529,1408,70,7,22,23,2,1236,1148,46,2,20,18,1
3116300005P,3,3116300005P,260,60,194,284,53,225,271,43,210,236,67,160,237,60,177,183,0,183,268,61,199,390,369,13,0,4,3,2,0,4,0,0,0,460,428,24,1,3,2,1,0,0,386,363,14,0,4,2,2,0,4,0,2,0,0,488,456,22,0,4,2,1,0,4,0,1,0,2,505,485,12,1,6,1,0,0,0,404,392,10,0,1,1,0,0,0,392,353,21,0,0,3,0,0,15,511,453,28,7,2,16,1,392,353,21,4,1,12,0
3109900011P,3,3109900011P,221,27,192,272,42,222,267,27,220,202,35,165,203,27,176,182,0,182,220,23,190,327,306,4,4,4,14,0,0,4,14,0,0,441,392,1,4,3,39,0,0,0,348,337,4,4,4,10,0,0,4,10,0,0,0,521,481,2,5,2,34,0,0,2,24,0,0,16,482,468,8,1,2,3,1,0,0,360,353,4,0,1,2,0,0,0,370,353,10,0,3,0,0,1,3,471,439,17,3,4,6,0,370,353,10,0,3,1,0
31013001304,3,31013001304,513,126,366,608,132,451,588,118,429,406,104,281,402,126,276,325,0,325,606,132,445,974,824,134,17,0,0,0,17,0,0,0,0,1265,980,271,18,0,0,7,0,0,851,719,118,19,0,0,0,19,0,0,0,0,0,1136,914,202,22,0,0,10,22,0,0,0,0,0,1634,1230,256,18,11,156,1,0,0,1136,925,142,9,5,66,1,0,0,1040,802,146,8,3,33,0,0,48,1440,1054,251,18,8,124,3,1040,802,146,11,4,78,0
3103100017P,3,3103100017P,56,5,51,60,3,57,56,1,52,49,2,46,50,12,38,43,0,43,70,2,66,76,73,0,0,0,0,0,0,0,0,0,0,96,92,0,4,0,1,0,0,0,69,67,0,0,0,0,0,0,0,0,0,0,0,91,85,0,5,0,1,0,0,0,0,0,0,5,92,90,2,0,0,0,0,0,0,70,68,2,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,88,84,4,0,0,0,0,70,70,0,0,0,0,0
3104700013P,3,3104700013P,770,133,618,939,192,728,900,125,741,641,128,487,644,131,513,573,0,573,915,143,736,1408,1384,25,0,0,10,0,0,0,10,0,0,1971,1910,29,19,0,10,0,0,0,1289,1264,19,0,0,4,0,0,0,4,0,0,0,1805,1754,20,22,7,5,0,0,7,5,0,0,22,1994,1874,95,7,6,13,1,0,0,1466,1410,43,3,4,6,1,0,0,1407,1304,60,1,5,7,0,2,28,1883,1712,108,12,10,28,1,1407,1304,60,4,8,24,0
3100100013W,3,3100100013W,1119,302,789,1388,424,944,1282,240,970,975,305,640,980,288,692,799,0,799,1148,283,807,1331,1305,17,0,8,0,0,0,1,0,0,0,1862,1741,26,37,39,16,0,0,0,1277,1242,13,0,24,0,0,0,6,0,0,0,0,1799,1685,22,17,62,15,0,0,45,15,0,0,38,1725,1654,22,6,36,10,0,0,0,1313,1260,19,4,26,7,0,0,0,1656,1531,63,5,16,5,0,3,33,2212,2012,102,14,38,38,1,1656,1531,63,9,19,27,0
31019000025,3,31019000025,557,100,444,689,105,571,660,81,526,464,98,341,464,115,349,391,0,391,617,86,491,1058,1041,14,0,0,8,0,0,0,4,0,0,1474,1428,40,0,0,4,0,0,0,1061,1030,21,4,0,8,0,4,0,4,0,0,0,1471,1405,50,2,0,17,0,2,0,4,0,0,13,1242,1189,40,3,2,10,0,0,0,905,877,21,0,2,7,0,0,0,990,921,34,0,3,4,0,2,26,1347,1228,61,4,7,40,1,990,921,34,1,5,27,0
3109900002P,3,3109900002P,380,84,289,442,90,345,406,47,332,330,85,237,330,97,233,265,0,265,421,74,331,681,665,10,0,0,0,0,0,0,0,0,0,912,880,22,2,22,0,0,0,0,682,660,20,0,0,6,0,0,0,6,0,0,0,907,858,28,2,26,6,0,2,12,6,0,0,0,828,793,27,1,6,2,2,0,0,648,630,12,0,3,2,2,0,0,666,641,10,0,0,0,0,0,15,853,812,19,3,0,11,1,666,641,10,0,0,6,0
3106100007P,3,3106100007P,324,57,261,356,57,293,348,42,296,300,55,235,303,59,244,245,0,245,356,59,276,491,474,7,2,2,8,0,2,2,0,0,0,611,588,5,4,4,7,0,0,0,495,467,13,2,2,7,0,2,2,0,0,0,0,634,599,13,3,5,7,2,3,4,0,2,0,10,690,681,2,0,2,3,2,0,0,544,538,1,0,1,3,1,0,0,481,463,11,0,6,0,0,0,1,603,580,15,1,8,2,0,481,463,11,1,7,2,0
31079000013,3,31079000013,1291,352,906,1640,455,1155,1529,297,1147,1102,334,718,1099,353,746,897,0,897,1310,330,932,1642,1546,73,0,6,11,0,0,6,6,0,0,2586,2102,397,2,55,29,0,0,0,1468,1389,61,0,6,12,0,0,6,7,0,0,0,2329,1856,385,1,58,31,0,0,50,18,0,0,22,2171,2012,105,13,37,11,2,0,0,1643,1544,64,7,27,6,1,0,0,2479,2076,272,39,50,6,0,0,36,3357,2698,452,83,92,50,3,2479,2076,272,48,56,38,0
3107900039P,3,3107900039P,404,84,311,470,93,368,445,66,358,363,84,262,364,86,278,300,0,300,473,84,366,927,870,57,0,2,2,2,0,2,0,0,0,1279,1128,146,3,1,5,2,0,0,953,874,68,0,2,12,2,0,2,5,2,0,0,1273,1115,146,2,1,20,2,0,1,8,2,0,9,1284,1101,167,11,1,5,0,0,0,929,837,84,2,0,4,0,0,0,1027,781,203,4,1,5,0,3,30,1419,1012,348,19,6,58,0,1027,781,203,8,4,38,0
31079000012,3,31079000012,613,251,345,782,359,406,716,255,403,483,221,234,477,212,265,348,0,348,738,307,377,1331,926,370,0,19,17,0,0,19,0,0,0,2663,1224,1389,57,22,16,0,0,0,1276,716,533,0,19,17,0,0,19,0,0,0,0,3041,1048,1947,56,25,15,0,0,25,0,0,0,20,3039,1679,1210,75,43,54,35,0,0,2143,1332,726,30,29,21,19,0,0,2157,1035,1039,19,18,3,2,6,35,3059,1248,1682,68,39,124,6,2157,1035,1039,34,29,85,6
31153000023,2,31153000023,2031,671,1297,2577,1056,1465,2368,527,1683,1770,577,1128,1769,613,1156,1380,0,1380,2023,656,1242,3298,3020,82,59,66,41,10,59,66,0,25,0,4364,3992,81,108,119,43,34,0,0,3601,3185,57,72,166,65,15,72,106,0,15,45,0,5016,4490,58,111,247,63,59,89,113,0,13,0,251,2560,2222,110,129,77,23,4,0,0,1722,1534,64,70,46,15,2,0,0,3535,2920,295,93,69,14,0,14,130,4883,3937,413,212,202,93,15,3535,2920,295,125,118,66,11
31153000013,2,31153000013,1529,584,890,1729,791,889,1516,413,994,1436,526,853,1434,594,840,1067,0,1067,1627,597,921,2338,1975,191,76,65,12,0,69,49,6,4,0,2941,2389,346,162,85,13,10,0,0,2301,1942,209,67,57,25,0,59,35,6,0,4,0,2951,2327,365,155,148,24,6,64,103,5,0,0,84,2733,2400,133,128,57,20,3,0,0,2155,1930,75,90,46,15,3,0,0,2425,2003,188,83,48,4,0,5,94,3103,2476,279,168,100,63,9,2425,2003,188,112,68,47,1
31153000051,2,31153000051,2673,902,1699,3805,1464,2266,3476,768,2517,2164,776,1326,2162,821,1341,1686,0,1686,2323,785,1414,3348,3149,73,5,110,10,0,5,30,0,0,0,5503,4905,194,5,384,41,0,0,0,3949,3654,64,7,220,14,0,7,50,0,0,1,0,6724,5929,167,7,578,52,0,6,535,0,0,3,83,3212,2998,100,24,84,20,1,0,0,2086,1975,50,9,47,11,1,0,0,4711,4177,155,48,164,1,1,7,158,7215,6264,291,151,342,118,14,4711,4177,155,68,207,69,7
31153000005,2,31153000005,1002,410,555,1203,582,592,1105,345,690,882,360,487,876,389,487,667,0,667,1070,408,586,1900,1630,130,84,35,23,0,55,35,4,0,0,2364,1965,208,119,59,25,0,0,0,2075,1710,195,134,10,24,0,105,10,0,0,0,0,2596,2155,237,184,8,137,0,140,8,0,0,0,56,2325,1821,177,219,112,19,8,0,0,1675,1355,112,132,73,13,5,0,0,1909,1446,206,118,62,1,2,0,74,2447,1764,344,201,86,44,4,1909,1446,206,137,74,38,3
3114700015P,2,3114700015P,388,86,295,493,119,367,462,80,360,361,81,268,359,86,273,304,0,304,415,92,299,819,744,1,1,1,70,0,1,0,37,0,0,1100,987,0,0,0,102,0,0,0,821,775,0,2,0,55,0,2,0,28,0,0,0,1145,1057,0,1,0,84,0,1,0,34,0,0,38,1149,1064,9,1,4,69,0,0,0,894,846,4,0,1,36,0,0,0,736,641,10,3,8,36,0,3,35,961,828,16,12,12,89,0,736,641,10,7,10,64,0
3110100012P,3,3110100012P,321,67,249,381,87,289,358,66,263,285,64,208,287,71,216,236,0,236,370,53,300,635,593,31,0,0,7,1,0,0,7,0,0,870,800,56,1,1,9,1,0,0,680,642,33,0,0,6,0,0,0,6,0,2,0,889,827,53,2,2,10,0,0,2,6,0,0,2,829,741,63,10,10,19,0,0,0,619,567,37,3,5,12,0,0,0,602,510,64,0,0,2,0,10,16,814,656,111,19,7,19,1,602,510,64,8,5,12,0
3110100011P,3,3110100011P,267,42,219,325,51,268,318,38,256,235,40,186,231,46,185,210,0,210,297,42,238,481,437,15,27,0,0,0,27,0,0,0,0,593,550,14,26,0,0,0,0,0,523,392,68,67,0,0,0,67,0,0,0,0,0,619,486,67,67,0,0,0,67,0,0,0,0,0,697,631,46,6,4,15,0,0,0,569,524,32,1,4,11,0,0,0,487,427,42,0,2,0,0,0,16,604,515,65,8,5,11,2,487,427,42,4,4,10,0
3114700006P,2,3114700006P,140,23,114,160,27,130,152,23,121,131,26,98,131,23,108,113,0,113,158,20,128,276,265,5,0,0,5,0,0,0,2,0,0,317,311,5,0,0,5,0,0,0,279,269,5,0,0,5,0,0,0,2,0,0,0,311,297,4,0,0,6,0,0,0,4,0,0,5,312,301,6,1,1,4,0,0,0,261,253,5,1,0,2,0,0,0,242,227,6,0,1,1,0,0,7,299,280,6,1,3,13,0,242,227,6,1,3,9,0
3102300008P,2,3102300008P,258,36,219,327,40,284,312,26,270,222,45,173,221,37,184,181,0,181,268,41,222,391,370,14,2,0,9,0,0,0,0,5,0,547,507,29,18,13,12,0,0,0,426,404,14,2,4,2,0,0,0,0,0,5,0,603,558,31,12,17,18,0,0,0,0,0,0,18,608,575,26,4,3,0,0,0,0,445,426,16,2,1,0,0,0,0,485,454,24,3,1,0,0,1,2,651,602,41,4,1,3,0,485,454,24,4,1,2,0
3102300002W,2,3102300002W,393,94,290,455,95,351,431,56,362,366,96,259,365,105,260,291,0,291,386,85,281,743,721,18,3,0,4,0,3,0,0,0,0,1031,976,45,9,8,12,0,0,0,704,653,20,0,16,6,0,0,0,0,0,0,0,963,875,53,0,19,10,0,0,0,0,0,0,23,952,876,48,13,13,5,0,0,0,683,645,26,5,7,4,0,0,0,692,612,66,2,3,3,0,1,5,937,790,122,4,5,12,0,692,612,66,3,5,9,0
3102900008P,3,3102900008P,557,68,478,613,83,519,600,65,512,519,67,437,517,70,447,444,0,444,600,54,521,732,688,40,0,4,0,0,0,4,0,0,0,1141,929,204,0,10,0,0,0,0,777,672,90,0,15,0,0,0,15,0,0,0,0,1172,880,248,0,20,0,0,0,19,0,0,0,25,1140,1078,46,7,3,5,2,0,0,863,828,26,3,2,3,2,0,0,906,794,91,0,0,1,0,0,20,1194,1013,153,6,1,19,1,906,794,91,4,1,18,1
3110100008P,3,3110100008P,609,123,476,712,158,545,674,110,524,547,108,422,545,136,409,467,0,467,670,94,539,884,789,66,12,15,2,1,12,15,2,0,0,1008,887,92,12,14,3,1,0,0,828,718,82,26,0,2,0,26,0,2,0,0,0,987,856,104,26,0,3,0,25,0,2,0,0,1,1249,1161,75,2,4,8,0,0,0,955,907,43,1,3,5,0,0,0,970,879,68,1,7,3,0,1,11,1256,1095,122,10,12,16,2,970,879,68,1,7,13,0
