GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
2402107-002,5,2402107-002,2940,1694,1144,4028,2615,1312,2589,1045,1520,2578,1596,981,2606,1641,846,2968,1677,1024,2899,1611,1193,4699,2878,363,514,882,69,0,484,805,49,15,0,7932,4382,901,1022,1695,108,0,0,0,4554,2270,546,793,915,24,0,779,855,14,0,15,0,7721,3354,1476,1512,1646,73,0,1176,1477,14,0,0,223,6235,3423,677,695,1432,55,14,0,0,3944,2222,403,427,870,35,8,0,0,5085,2370,630,594,1269,3,4,29,186,7756,3552,988,1070,2064,137,15,5085,2370,630,675,1354,76,11,7758,3553,988,1070,2068,135,15
2402109-009,5,2402109-009,820,379,416,1345,762,540,752,207,538,746,369,377,751,386,336,678,274,355,664,283,363,1232,1034,92,61,29,1,21,60,29,1,0,0,1645,1355,125,111,41,1,20,0,0,1211,1031,36,38,37,2,75,37,37,2,75,0,0,1704,1438,68,81,52,1,74,70,51,1,74,2,1,1359,1176,43,97,47,12,0,0,0,1002,876,30,69,30,9,0,0,0,1923,1261,173,254,155,4,0,6,70,2660,1642,283,412,280,79,4,1923,1261,173,277,172,59,0,2662,1643,283,412,280,79,4
2402112-001,5,2402112-001,2128,927,1133,2516,1219,1216,1965,532,1403,1932,918,1012,1953,953,917,2233,956,1131,2167,971,1119,2885,2467,78,267,72,13,0,239,61,5,0,0,4093,3313,135,560,132,13,0,0,0,2731,2369,68,199,58,19,0,186,47,5,0,40,0,3639,3070,119,375,114,56,0,237,79,2,0,14,122,3297,2734,129,314,89,46,3,0,0,2372,2027,74,198,52,28,1,0,0,3354,2590,240,304,75,6,0,9,130,4628,3446,389,549,146,130,1,3354,2590,240,364,95,96,0,4632,3450,389,553,151,134,1
2400903-008,2,2400903-008,2423,1101,1247,2528,1371,1086,2203,588,1594,2168,1104,1064,2203,1162,954,2760,1195,1393,2679,1189,1379,3602,2884,84,453,60,113,0,384,59,27,23,0,4771,3851,135,583,113,135,9,0,0,3881,3046,67,545,72,118,0,499,72,46,0,38,0,5236,4085,95,779,111,230,15,615,80,45,0,0,316,4553,3672,128,613,115,64,6,0,0,3253,2670,78,409,73,41,4,0,0,3784,2891,143,454,74,3,7,20,192,5319,3960,254,794,196,105,32,3784,2891,143,540,123,75,16,5321,3961,254,788,196,105,32
2400901-005,2,2400901-005,2060,828,1139,2102,982,1050,1870,522,1310,1838,836,999,1859,821,915,2399,913,1286,2352,909,1291,3317,2769,97,413,40,0,0,407,5,0,0,0,4621,3712,138,704,63,0,0,0,0,3269,2673,175,359,64,0,0,359,4,0,0,0,0,4477,3674,277,448,99,0,0,388,4,0,0,0,131,4991,3753,241,850,98,90,11,0,0,3480,2707,139,534,60,50,8,0,0,3585,2595,188,581,35,11,0,13,162,4816,3390,285,953,91,127,8,3585,2595,188,652,57,93,5,4825,3394,285,972,89,120,8
2400903-004,2,2400903-004,1879,683,1127,1877,803,1019,1713,341,1356,1670,685,984,1690,706,895,2199,744,1286,2137,816,1220,2801,2361,62,272,62,30,0,232,54,0,18,0,4108,3340,144,476,107,102,8,0,0,3166,2706,78,284,77,28,0,258,29,0,0,4,0,4373,3459,148,656,112,51,0,578,34,0,0,2,151,3934,3326,114,371,96,51,2,0,0,2886,2479,65,257,61,32,1,0,0,2869,2355,108,215,31,3,1,11,145,3727,2978,170,407,103,100,5,2869,2355,108,281,61,70,5,3731,2981,170,415,106,98,5
2402110-001,5,2402110-001,1071,237,811,1265,284,940,952,111,827,929,239,690,931,252,655,1178,239,881,1165,290,838,1905,1816,44,20,5,5,0,20,1,5,2,0,2391,2238,61,60,29,6,3,0,0,1969,1895,44,20,9,4,0,20,1,4,0,0,0,2404,2290,54,33,21,4,0,33,0,2,0,0,25,2339,2229,46,49,12,2,0,0,0,1799,1737,29,22,8,2,0,0,0,1907,1732,61,26,10,1,0,1,76,2407,2170,82,76,32,53,6,1907,1732,61,48,26,45,3,2409,2171,82,76,32,53,6
2402102-010,5,2402102-010,2600,1556,952,3403,2239,1078,2219,928,1264,2201,1433,768,2233,1427,709,2797,1647,927,2754,1661,976,4258,2838,396,791,174,50,0,789,174,40,15,0,6176,3667,969,1143,351,77,0,0,0,4449,3091,363,817,95,58,0,811,95,55,0,35,0,6074,3810,826,1150,198,66,0,1107,133,65,0,21,112,6063,3718,697,1305,354,55,18,0,0,4379,2919,423,798,235,37,11,0,0,4955,2920,747,839,228,3,11,16,191,6397,3431,1127,1406,393,144,15,4955,2920,747,962,279,100,13,6402,3433,1127,1398,391,137,15
2402102-005,5,2402102-005,2661,1719,836,3281,2357,824,2455,1165,1247,2437,1721,711,2454,1728,610,2733,1719,757,2635,1624,858,4140,3503,161,289,148,15,0,274,114,0,16,0,5124,4255,229,470,203,49,17,0,0,4238,3575,232,266,154,4,0,251,101,0,0,4,0,5234,4316,326,412,221,10,0,320,129,0,0,0,145,5301,4324,290,552,143,53,7,0,0,4405,3723,191,380,99,38,4,0,0,4945,3803,372,428,134,7,14,50,137,5976,4378,543,707,249,135,29,4945,3803,372,514,169,86,22,5978,4380,543,707,248,134,29
2402102-018,5,2402102-018,1322,744,525,1469,960,465,1246,514,716,1223,733,489,1244,773,415,1397,776,498,1353,720,566,1961,1306,140,465,45,0,0,465,45,0,10,0,3048,2139,222,600,100,30,0,0,0,2011,1241,195,525,15,0,0,425,15,0,0,45,0,3119,2002,318,784,31,63,0,642,15,0,0,0,142,2339,1552,182,409,201,13,4,0,0,1561,1057,121,251,131,12,4,0,0,1951,1176,171,374,128,1,1,13,87,2745,1581,265,663,236,69,4,1951,1176,171,424,163,44,3,2747,1581,265,662,235,69,4
2403321-005,1,2403321-005,1199,984,188,1215,1010,179,1010,679,322,994,864,130,1008,860,117,1495,1259,192,1459,1218,181,1944,284,504,982,120,20,0,982,120,0,35,0,3354,295,1517,1559,165,51,23,0,0,1770,359,419,742,240,4,0,738,240,0,0,14,0,3817,389,1868,1463,284,17,0,1258,284,0,0,0,17,3676,478,1477,1378,426,78,14,0,0,2857,441,1020,1093,354,49,8,0,0,3119,273,1491,999,262,12,0,20,62,4075,303,2096,1381,336,178,7,3119,273,1491,1104,288,143,5,4079,303,2098,1376,329,109,6
2403302-003,1,2403302-003,1809,1521,237,1817,1601,159,1635,1088,541,1592,1397,192,1623,1411,170,2122,1841,144,2084,1792,219,2710,595,175,1820,114,19,0,1750,114,0,10,0,4173,893,670,2543,282,66,0,0,0,2380,620,125,1530,99,4,0,1440,99,0,0,0,0,3751,890,471,2260,232,1,0,2050,204,0,0,0,136,3992,754,432,2747,97,34,8,0,0,3010,624,300,2039,78,23,7,0,0,3002,690,424,1673,87,4,2,9,113,3987,892,654,2297,150,89,6,3002,690,424,1764,121,62,5,3996,893,655,2290,146,73,6
2403306-022,1,2403306-022,1833,1717,91,2594,2479,71,1730,1430,293,1735,1678,52,1750,1686,50,1620,1540,37,1597,1499,46,4014,35,50,3919,0,0,0,3899,0,0,10,0,5357,35,193,5170,72,0,0,0,0,4842,65,162,4618,0,10,0,4588,0,0,0,0,0,6321,61,407,5861,45,65,0,5775,7,0,0,31,39,5653,100,158,5416,27,48,7,0,0,4084,93,102,3894,20,37,7,0,0,4293,70,191,3919,24,1,0,10,78,5544,79,296,5154,44,52,1,4293,70,191,4014,38,39,1,5566,79,296,5130,42,47,1
2403310-009,8,2403310-009,1531,1292,200,1718,1462,209,1264,880,368,1230,1088,142,1245,1095,116,1899,1654,167,1822,1579,184,3712,622,480,2418,162,43,0,2286,159,20,0,0,6710,820,1869,3908,278,44,0,0,0,3315,465,531,2179,110,23,0,2099,107,0,0,20,0,5714,592,1729,3427,140,20,0,3135,103,0,0,0,154,5929,902,1094,3474,499,76,10,0,0,4448,845,783,2453,373,53,8,0,0,4886,693,1439,2392,213,10,2,32,105,6636,745,2240,3396,295,214,8,4886,693,1439,2527,229,164,7,6644,745,2243,3384,295,125,8
2402102-004,5,2402102-004,2742,1853,794,3140,2190,851,2400,1344,1015,2377,1744,632,2384,1724,575,3126,2109,826,3013,1998,836,5369,2512,946,1389,438,45,0,1333,391,0,50,0,10742,3202,4112,2403,1108,231,0,0,0,5563,2354,1303,1222,529,40,0,1188,499,0,0,144,0,10297,2727,3953,2601,1441,225,0,1853,1208,0,0,0,555,9034,3258,2752,2116,939,142,9,0,0,6484,2621,1858,1351,659,86,8,0,0,7276,2335,2716,1293,644,4,4,34,246,10105,2756,4223,2155,946,284,18,7276,2335,2716,1495,701,200,11,10126,2762,4227,2160,952,221,17
2402104-001,5,2402104-001,599,164,421,668,180,471,535,75,455,528,156,371,531,163,345,671,174,472,656,209,425,861,832,26,0,3,0,0,0,0,0,0,0,998,967,27,24,3,0,0,0,0,946,916,26,0,3,0,0,0,0,0,0,0,0,1102,1063,26,24,4,0,0,0,0,0,0,0,11,1247,1186,22,9,26,4,3,0,0,1007,964,19,4,18,4,1,0,0,1017,952,34,1,4,4,0,3,19,1240,1135,53,20,18,23,1,1017,952,34,6,9,18,1,1245,1140,53,20,17,23,1
2400901-004,2,2400901-004,1702,582,1064,1978,777,1156,1560,297,1240,1530,580,949,1548,597,882,1817,613,1067,1758,622,1067,2715,2196,80,378,1,29,0,337,0,13,31,0,3505,2784,130,546,32,78,0,0,0,2730,2200,52,463,1,8,0,428,0,7,0,0,0,3523,2829,86,592,1,16,0,503,1,14,0,0,91,3292,2762,68,408,36,32,2,0,0,2409,2016,42,312,20,23,2,0,0,2638,2097,65,303,28,6,4,15,120,3318,2586,104,448,73,91,18,2638,2097,65,338,47,67,7,3324,2588,104,458,71,92,17
2402124-002,5,2402124-002,630,262,345,785,418,349,550,114,428,552,255,296,556,250,275,672,271,349,657,267,361,885,811,33,12,23,4,0,10,22,4,0,0,1097,964,78,18,34,4,1,0,0,838,738,61,30,5,3,0,21,5,3,0,1,0,1050,909,82,45,7,8,2,24,7,3,0,3,24,1148,855,81,137,75,5,2,0,0,859,671,53,81,51,3,1,0,0,982,803,70,38,24,0,0,3,44,1205,956,107,73,38,30,5,982,803,70,51,28,20,3,1205,956,107,73,38,30,5
2402109-005,5,2402109-005,1086,460,594,1243,639,574,985,223,751,981,468,513,992,477,469,1163,459,628,1149,491,620,1328,1259,27,14,24,10,0,1,4,1,0,0,1730,1633,30,15,46,7,0,0,0,1175,1108,37,0,29,1,0,0,4,1,0,0,0,1503,1396,45,0,63,2,0,0,6,0,0,0,57,1932,1764,70,40,56,21,5,0,0,1425,1329,38,29,25,13,3,0,0,1483,1327,61,25,19,5,1,4,41,1913,1673,99,54,48,37,2,1483,1327,61,34,35,20,1,1914,1674,99,55,48,37,2
2402108-001,5,2402108-001,1437,419,989,1478,492,959,1333,210,1114,1304,433,871,1326,451,828,1602,412,1094,1591,498,1056,2090,1989,18,7,78,0,0,7,69,0,0,0,2527,2399,28,10,89,2,0,0,0,1983,1932,18,9,19,0,0,9,15,0,0,0,0,2519,2451,23,10,32,0,0,10,18,0,0,0,13,2460,2313,48,60,29,19,1,0,0,1877,1780,30,44,18,15,1,0,0,2059,1812,76,51,25,2,0,7,86,2597,2262,93,87,71,76,4,2059,1812,76,67,45,51,0,2600,2265,93,87,71,78,4
2402116-001,5,2402116-001,2477,873,1524,2685,1054,1552,2301,490,1794,2252,858,1394,2283,925,1270,2709,938,1559,2621,972,1544,3422,3271,59,35,42,16,0,31,38,4,2,0,4393,3974,160,97,104,33,0,0,0,3415,3234,90,20,57,11,0,16,42,0,0,5,0,4638,4184,252,73,122,21,2,43,59,0,0,0,98,4208,3945,108,76,55,25,5,0,0,3128,2963,63,46,36,20,4,0,0,3374,2992,98,68,64,5,3,7,137,4375,3800,186,150,131,90,9,3374,2992,98,96,101,57,7,4377,3802,186,153,132,89,9
2402102-003,5,2402102-003,1989,1307,602,2351,1674,607,1821,907,869,1806,1288,513,1834,1297,437,2127,1374,568,2072,1343,600,3219,2628,171,344,44,13,0,303,30,10,10,0,4095,3026,446,475,196,32,5,0,0,3504,2889,122,437,36,14,0,378,22,10,0,10,0,4344,3231,404,662,115,37,0,437,41,9,0,0,222,4106,3295,148,566,64,42,2,0,0,3429,2866,104,376,54,36,1,0,0,3655,2860,277,293,51,13,1,17,143,4219,3075,391,567,116,127,12,3655,2860,277,359,91,97,7,4233,3079,393,573,113,121,13
2402109-007,5,2402109-007,3339,1459,1768,4279,2203,1953,3001,867,2108,2964,1442,1522,3000,1469,1393,3432,1368,1787,3394,1436,1857,4031,3591,119,214,93,0,0,214,59,0,10,0,5485,4792,179,362,151,0,12,0,0,4427,3880,105,273,137,6,0,273,103,6,0,25,0,6050,5182,143,478,229,4,23,440,153,4,0,19,106,5385,4782,267,178,143,22,8,0,0,3625,3267,156,106,86,11,7,0,0,5002,4049,279,183,235,2,2,14,238,6957,5378,478,402,508,139,15,5002,4049,279,236,304,88,11,6957,5378,478,402,508,139,15
2402107-001,5,2402107-001,1333,620,657,1961,1065,831,1150,366,767,1137,593,543,1142,590,490,1318,558,633,1276,552,660,1945,1747,32,93,47,9,0,88,38,0,4,0,2436,2129,103,107,68,35,1,0,0,2254,1934,67,135,78,40,0,129,71,32,0,3,0,3040,2450,129,251,140,114,0,168,128,32,0,0,132,2247,1928,94,138,73,18,2,0,0,1733,1520,57,106,42,14,1,0,0,2424,1885,149,140,175,3,0,9,63,3098,2279,247,246,288,36,8,2424,1885,149,165,193,25,5,3101,2280,247,249,289,36,8
2402107-005,5,2402107-005,60,20,36,78,31,45,51,11,37,49,23,26,48,18,23,67,18,45,66,20,43,137,112,4,6,14,0,0,6,13,0,0,0,210,164,12,12,25,0,0,0,0,102,63,11,13,14,0,0,13,14,0,0,0,0,147,73,29,27,25,0,0,20,23,0,0,0,1,127,70,15,15,29,1,0,0,0,81,46,8,9,18,0,0,0,0,126,103,6,0,9,0,0,0,8,154,120,9,5,22,2,0,126,103,6,3,15,1,0,154,120,9,5,22,2,0
2400903-001,2,2400903-001,1553,676,834,1521,762,728,1444,377,1044,1420,668,752,1441,685,665,1794,750,936,1731,794,850,2795,2346,62,256,35,88,0,199,26,0,7,0,3423,2737,119,346,167,92,4,0,0,2450,2111,53,170,37,77,0,155,12,0,0,1,0,3315,2627,105,365,138,86,0,332,102,0,0,0,149,3091,2542,98,376,49,54,1,0,0,2398,2042,62,230,29,33,1,0,0,2519,1921,132,271,48,3,8,11,125,3183,2294,210,491,117,112,17,2519,1921,132,321,83,74,13,3188,2298,211,488,117,109,17
2402121-002,5,2402121-002,1361,774,542,1522,1020,463,1233,491,731,1219,744,475,1243,773,421,1517,854,552,1449,774,608,2409,1783,64,276,240,0,0,276,240,0,39,0,3276,2374,144,428,388,12,0,0,0,2312,1684,40,257,315,19,0,257,315,0,0,0,0,3313,2217,270,377,418,26,0,371,418,0,0,0,38,2484,1826,149,326,182,13,5,0,0,1792,1400,89,182,114,8,3,0,0,2019,1417,144,239,111,1,0,7,100,2629,1740,224,430,187,40,4,2019,1417,144,275,134,28,2,2633,1741,224,438,189,40,4
2402101-002,5,2402101-002,2635,1585,950,3375,2313,978,2383,1079,1266,2342,1500,838,2374,1536,722,2713,1563,913,2632,1539,972,3589,2401,412,637,125,6,0,582,110,5,10,0,5802,3167,1130,1232,377,31,55,0,0,3756,2319,420,732,245,4,0,657,230,4,0,20,0,5997,3010,1100,1466,520,35,38,1115,461,3,0,18,290,4264,2662,490,735,387,53,16,0,0,2897,1883,319,445,245,26,9,0,0,5282,2801,784,1002,427,7,4,26,231,7339,3527,1260,1818,711,145,19,5282,2801,784,1138,493,92,14,7344,3529,1261,1815,717,134,19
2403304-001,2,2403304-001,1235,656,549,1410,872,502,1186,377,801,1086,644,439,1110,667,398,1352,675,603,1310,706,548,1958,1120,59,653,0,49,66,634,0,0,23,0,2374,1306,193,788,33,50,64,0,0,2032,1200,67,658,0,9,57,635,0,0,57,42,0,2414,1421,110,850,64,9,55,739,0,0,55,0,88,2533,1578,103,786,36,40,0,0,0,2065,1341,66,605,27,32,0,0,0,2086,1107,159,649,27,8,1,18,117,2502,1237,244,924,55,108,2,2086,1107,159,727,43,87,2,2505,1238,244,921,53,108,2
2403320-005,1,2403320-005,1284,1104,158,1374,1186,158,1103,774,318,1081,981,98,1095,981,93,1562,1376,146,1525,1329,138,2144,376,357,1123,249,10,0,1113,249,10,35,0,3586,407,1316,1509,402,38,12,0,0,2120,337,335,1233,169,0,0,1229,169,0,0,37,0,3391,367,1229,1639,275,15,18,1429,238,0,0,1,129,3486,488,1318,1578,174,48,8,0,0,2518,456,817,1159,130,33,4,0,0,2949,291,1321,1134,146,1,1,10,45,3888,311,1953,1514,178,185,3,2949,291,1321,1235,159,130,3,3892,311,1954,1518,177,152,3
2403318-002,1,2403318-002,1026,962,47,947,884,33,870,702,158,872,846,24,883,853,16,1326,1286,21,1284,1205,30,1866,90,166,1607,0,5,0,1603,0,0,0,0,2689,91,423,2173,0,74,0,0,0,2074,51,159,1864,0,5,0,1859,0,0,0,0,0,2876,48,452,2377,0,74,0,2372,0,0,0,0,5,2652,29,187,2436,21,28,3,0,0,1921,29,122,1767,14,24,3,0,0,2078,42,378,1554,19,0,0,20,65,2707,46,546,2084,48,49,1,2078,42,378,1636,33,30,1,2721,46,546,2077,47,44,1
2403302-002,1,2403302-002,1061,922,114,984,825,116,943,699,226,928,844,84,938,840,75,1300,1144,109,1294,1169,90,1441,236,347,712,109,24,20,708,105,20,0,0,2527,304,1087,968,195,34,19,0,0,1540,165,520,699,105,33,15,695,105,25,15,0,0,2545,188,1237,953,217,57,16,805,207,24,16,46,22,2709,317,1081,1149,215,44,9,0,0,2034,261,749,892,164,32,5,0,0,2218,223,1046,712,165,7,5,11,49,2922,257,1512,957,230,105,9,2218,223,1046,790,184,83,8,2926,257,1514,960,230,103,9
2403306-029,1,2403306-029,424,394,23,583,561,20,378,294,81,376,370,6,385,370,9,425,399,16,409,379,10,644,22,35,585,5,0,0,585,5,0,0,0,755,24,66,679,12,0,0,0,0,1020,35,20,965,0,15,0,950,0,0,0,0,0,1144,33,91,1020,0,15,0,1005,0,0,0,0,15,941,89,46,788,24,10,1,0,0,759,83,30,627,17,9,0,0,0,856,34,80,702,18,10,0,0,12,1005,34,120,825,24,31,0,856,34,80,716,18,26,0,1009,35,120,823,23,20,0
2403314-008,1,2403314-008,1141,995,120,1631,1459,146,904,660,227,899,828,71,910,825,60,1283,1123,113,1244,1069,117,1793,333,111,1117,215,0,4,1115,215,0,10,0,2491,390,257,1593,287,0,14,0,0,1737,369,138,967,239,0,4,964,239,0,4,20,0,2631,454,370,1475,383,0,23,1402,364,0,4,0,35,2942,448,306,1881,316,39,4,0,0,2237,395,216,1381,246,27,2,0,0,2939,280,323,1907,325,1,0,19,84,3867,321,493,2641,441,81,17,2939,280,323,2001,350,51,12,3869,322,494,2641,441,81,17
2403317-002,1,2403317-002,1331,1161,143,1269,1110,128,1205,896,290,1173,1061,112,1201,1077,100,1624,1419,140,1591,1394,125,1635,450,385,735,45,20,0,735,45,0,0,0,3211,476,1663,1056,119,33,0,0,0,1625,440,340,785,40,20,0,785,40,0,0,0,0,3059,468,1455,1106,64,46,0,1006,47,0,0,3,80,3002,423,1303,1251,82,56,9,0,0,2240,384,880,936,66,40,8,0,0,2793,498,1124,972,85,5,2,18,89,3576,566,1623,1295,111,125,17,2793,498,1124,1086,97,101,14,3582,567,1624,1287,111,110,14
2403314-009,8,2403314-009,2208,1757,407,2672,2285,337,2020,1259,750,1956,1662,294,1982,1662,264,2342,1849,403,2299,1825,406,3527,1018,126,2192,175,14,0,2136,170,0,0,0,4536,1045,273,2968,208,12,0,0,0,3436,934,130,2085,263,0,0,2033,250,0,0,30,0,4412,960,322,2796,345,0,0,2599,298,0,0,44,189,4195,1120,290,2522,317,32,0,0,0,3088,930,187,1755,233,19,0,0,0,3558,775,349,2073,231,5,0,12,113,4581,863,534,2852,345,77,8,3558,775,349,2176,268,52,5,4585,863,534,2854,345,77,5
2403312-015,1,2403312-015,1536,1399,113,1960,1830,91,1355,1003,343,1361,1302,56,1374,1306,50,1607,1499,66,1556,1453,60,2468,142,101,2134,26,89,0,2037,26,0,59,0,3857,185,1013,2643,42,129,0,0,0,2118,122,69,1796,46,71,0,1715,46,0,0,84,0,3420,158,921,2296,87,110,0,2134,45,0,0,0,162,3517,123,260,3068,102,42,0,0,0,2657,108,184,2315,76,28,0,0,0,2984,121,369,2308,83,8,0,23,72,3718,130,540,2911,119,62,1,2984,121,369,2382,97,47,1,3723,130,540,2914,120,54,1
2403317-010,1,2403317-010,2276,2059,174,2105,1862,196,1942,1567,346,1916,1813,102,1936,1801,94,2931,2731,133,2863,2595,143,3492,188,1567,1458,221,67,0,1458,221,67,0,0,9228,209,6435,2029,493,119,0,0,0,3653,188,1484,1724,161,102,0,1724,161,102,0,4,0,9247,206,6316,2522,234,170,0,2329,233,101,0,62,1,9389,379,5944,2879,368,170,36,0,0,7037,343,4254,2294,281,123,30,0,0,7307,184,5107,1704,195,2,0,27,88,9840,222,7228,2235,274,531,16,7307,184,5107,1884,231,389,12,9861,224,7242,2269,274,394,13
2403307-009,1,2403307-009,2264,2021,209,3504,3264,202,2088,1507,567,2078,1950,123,2096,1960,107,1924,1733,126,1891,1712,132,3837,479,39,3188,10,40,0,3138,10,0,115,0,5003,597,50,4375,138,71,0,0,0,3493,319,35,3044,0,0,0,2969,0,0,0,104,0,4628,389,61,4204,137,0,0,3929,0,0,0,7,243,4629,392,151,4012,143,59,0,0,0,3276,309,100,2812,96,44,0,0,0,4167,271,144,3452,150,4,1,19,126,5285,310,205,4579,234,60,8,4167,271,144,3605,170,45,4,5291,310,205,4564,233,59,7
2401506-001,8,2401506-001,2416,546,1807,2501,606,1841,2096,258,1808,2066,535,1531,2077,548,1403,2907,585,2195,2830,716,2036,3525,3339,38,43,20,69,0,43,20,15,24,0,5136,4717,88,115,151,199,0,0,0,3581,3382,69,24,71,24,0,24,71,0,0,15,0,5064,4488,148,113,191,103,0,24,111,0,0,0,296,5434,5164,144,44,48,51,5,0,0,3951,3789,78,26,31,31,2,0,0,4113,3726,153,29,31,5,0,6,163,5430,4849,244,113,69,144,5,4113,3726,153,60,50,102,1,5439,4855,245,119,70,146,5
2401505-002,8,2401505-002,1596,548,995,1911,752,1101,1375,256,1092,1371,520,851,1385,539,753,1806,574,1132,1770,654,1050,2949,2450,78,240,91,86,0,239,72,0,3,0,4001,3217,160,319,174,145,1,0,0,2961,2548,73,253,54,27,0,253,45,0,0,4,0,4164,3457,155,341,151,50,0,327,142,0,0,14,69,2798,2550,70,122,29,25,1,0,0,2064,1908,41,74,20,19,1,0,0,3474,2802,131,286,59,5,0,14,177,4393,3465,205,460,126,129,12,3474,2802,131,333,86,105,10,4399,3470,205,459,124,130,12
2401507-002,8,2401507-002,2233,876,1302,2344,958,1331,1985,455,1513,1972,917,1055,1999,971,939,2579,928,1522,2531,995,1459,4310,3605,117,406,90,34,0,406,90,0,47,0,5477,4303,249,694,262,93,49,0,0,4409,3704,35,600,15,0,0,600,15,0,0,66,0,5558,4662,102,673,124,0,64,652,14,0,0,39,89,5539,4572,187,670,83,56,10,0,0,4363,3636,121,521,59,42,8,0,0,4440,3429,145,591,47,23,2,16,187,5588,4265,217,831,108,189,11,4440,3429,145,658,78,134,8,5606,4278,217,818,107,188,11
2401505-005,8,2401505-005,2326,645,1600,2829,836,1913,1980,363,1585,1944,616,1326,1962,651,1207,2642,634,1837,2604,754,1739,4743,4282,212,175,34,42,0,161,32,0,0,0,6204,5454,344,271,96,41,16,0,0,4768,4292,130,305,19,19,0,290,17,4,0,0,0,6421,5537,208,577,78,20,0,558,17,4,0,0,98,6133,5635,155,234,74,52,5,0,0,4587,4257,92,154,53,42,5,0,0,4954,4259,172,243,63,12,2,10,193,6600,5556,305,427,116,188,10,4954,4259,172,295,84,138,9,6623,5575,305,438,115,194,8
2401504-001,8,2401504-001,2586,985,1523,3015,1226,1718,2325,634,1657,2289,979,1310,2333,998,1247,2831,1037,1592,2723,1019,1583,4319,4236,23,11,36,18,0,11,36,0,0,0,5719,5492,66,9,133,18,0,0,0,4475,4222,20,176,36,22,0,157,36,0,0,0,0,6060,5601,72,197,171,19,0,179,171,0,0,0,36,5405,5105,124,107,42,41,5,0,0,4119,3923,77,64,28,30,2,0,0,4244,3822,159,47,36,1,0,12,167,5288,4689,249,123,62,122,1,4244,3822,159,78,53,86,1,5292,4693,249,124,64,124,1
2402121-003,5,2402121-003,877,426,418,1202,733,430,776,207,554,771,387,384,788,407,343,878,413,388,861,417,416,1293,1167,49,11,35,30,0,11,35,30,0,0,1818,1629,102,17,38,31,0,0,0,1533,1370,67,17,48,25,0,17,48,17,0,0,0,2115,1896,97,24,74,24,0,20,74,18,0,0,8,1479,1073,98,178,119,14,9,0,0,1052,809,56,101,81,9,4,0,0,1338,1052,76,84,85,0,0,11,30,1664,1272,113,129,127,23,3,1338,1052,76,96,100,14,2,1664,1272,113,129,127,23,3
